,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
17364,17365,2015,2,22,12,22.0,150.0,2.0,11.0,300.0,70.0,-0.3,1019.4,-20.6,0.0,NW,4.7
17365,17366,2015,2,22,13,20.0,120.0,2.0,11.0,300.0,72.0,3.0,1017.0,-16.7,0.0,WNW,5.6
17366,17367,2015,2,22,14,19.0,112.0,4.0,10.0,300.0,72.0,3.0,1014.0,-17.8,0.0,W,5.6
17367,17368,2015,2,22,15,17.0,90.0,3.0,10.0,300.0,73.0,4.0,1015.0,-17.0,0.0,WNW,4.2
17368,17369,2015,2,22,16,14.0,78.0,3.0,11.0,300.0,74.0,4.0,1015.0,-18.9,0.0,W,3.1
17369,17370,2015,2,22,17,18.0,84.0,3.0,12.0,300.0,73.0,4.0,1015.0,-18.2,0.0,WNW,4.1
17370,17371,2015,2,22,18,22.0,87.0,3.0,20.0,300.0,64.0,3.0,1012.0,-18.4,0.0,NW,4.0
17371,17372,2015,2,22,19,21.0,100.0,4.0,33.0,400.0,50.0,2.0,1016.0,-11.9,0.0,WNW,1.2
17372,17373,2015,2,22,20,30.0,127.0,6.0,50.0,600.0,35.0,-1.0,1017.0,-9.4,0.0,W,1.3
17373,17374,2015,2,22,21,72.0,175.0,11.0,82.0,1100.0,11.0,-2.0,1016.0,-9.2,0.0,WSW,0.8
17374,17375,2015,2,22,22,82.0,179.0,13.0,84.0,1200.0,10.0,-2.0,1013.0,-9.4,0.0,WNW,1.0
17375,17376,2015,2,22,23,63.0,128.0,14.0,72.0,1000.0,13.0,-1.0,1016.0,-12.6,0.0,NE,1.9
17376,17377,2015,2,23,0,34.0,93.0,11.0,49.0,700.0,26.0,0.0,1017.0,-14.0,0.0,NE,1.2
17377,17378,2015,2,23,1,25.0,86.0,12.0,36.0,600.0,37.0,0.0,1017.0,-16.0,0.0,ENE,1.1
17378,17379,2015,2,23,2,22.0,88.0,10.0,26.0,500.0,44.0,-1.0,1013.0,-14.2,0.0,SE,0.6
17379,17380,2015,2,23,3,21.0,79.0,11.0,25.0,400.0,42.0,-1.0,1016.0,-15.3,0.0,NE,0.9
17380,17381,2015,2,23,4,20.0,85.0,9.0,30.0,400.0,39.0,-2.0,1017.0,-13.2,0.0,WSW,1.2
17381,17382,2015,2,23,5,20.0,84.0,12.0,28.0,400.0,39.0,-5.7,1019.4,-14.7,0.0,SW,0.4
17382,17383,2015,2,23,6,19.0,73.0,13.0,31.0,400.0,37.0,-6.0,1018.0,-11.1,0.0,W,1.3
17383,17384,2015,2,23,7,22.0,83.0,9.0,49.0,600.0,15.0,-6.0,1013.0,-11.3,0.0,WNW,0.9
17384,17385,2015,2,23,8,22.0,66.0,18.0,53.0,700.0,12.0,-5.0,1015.0,-11.8,0.0,NE,0.0
17385,17386,2015,2,23,9,23.0,58.0,27.0,46.0,700.0,23.0,-1.0,1019.0,-9.6,0.0,ENE,0.1
17386,17387,2015,2,23,10,30.0,66.0,26.0,41.0,800.0,30.0,2.0,1017.0,-11.9,0.0,SW,1.7
17387,17388,2015,2,23,11,36.0,78.0,24.0,31.0,700.0,45.0,3.0,1015.0,-15.7,0.0,WSW,1.5
17388,17389,2015,2,23,12,30.0,125.0,22.0,38.0,800.0,46.0,4.0,1012.0,-14.8,0.0,SSW,2.4
17389,17390,2015,2,23,13,48.0,136.0,17.0,28.0,700.0,69.0,4.9,1016.8,-15.1,0.0,SW,3.4
17390,17391,2015,2,23,14,38.0,134.0,11.0,17.0,500.0,84.0,5.0,1014.0,-15.6,0.0,WSW,2.8
17391,17392,2015,2,23,15,42.0,140.0,16.0,17.0,600.0,87.0,5.0,1013.0,-14.5,0.0,SW,3.6
17392,17393,2015,2,23,16,64.0,160.0,21.0,25.0,800.0,84.0,5.0,1011.0,-15.6,0.0,SW,3.3
17393,17394,2015,2,23,17,54.0,132.0,17.0,25.0,800.0,82.0,5.0,1009.0,-13.4,0.0,SW,2.2
17394,17395,2015,2,23,18,54.0,138.0,14.0,31.0,800.0,74.0,3.0,1009.0,-12.1,0.0,SW,1.7
17395,17396,2015,2,23,19,71.0,153.0,17.0,40.0,900.0,67.0,2.9,1014.3,-12.6,0.0,SW,2.2
17396,17397,2015,2,23,20,126.0,253.0,41.0,64.0,1000.0,39.0,2.0,1008.0,-10.2,0.0,SW,0.6
17397,17398,2015,2,23,21,257.0,371.0,61.0,84.0,1100.0,17.0,0.2,1014.3,-12.2,0.0,S,0.9
17398,17399,2015,2,23,22,275.0,416.0,62.0,100.0,1500.0,3.0,-0.2,1014.4,-10.4,0.0,SSW,1.5
17399,17400,2015,2,23,23,271.0,394.0,61.0,100.0,1700.0,3.0,-2.0,1008.0,-7.3,0.0,WNW,0.6
17400,17401,2015,2,24,0,238.0,349.0,49.0,98.0,1800.0,3.0,-2.9,1013.4,-10.5,0.0,E,1.0
17401,17402,2015,2,24,1,148.0,218.0,46.0,77.0,1900.0,15.0,-4.0,1012.0,-8.7,0.0,WSW,0.7
17402,17403,2015,2,24,2,137.0,210.0,42.0,85.0,2300.0,6.0,-2.8,1012.8,-9.1,0.0,NE,1.3
17403,17404,2015,2,24,3,165.0,236.0,37.0,86.0,3100.0,5.0,-4.1,1012.4,-8.6,0.0,NE,0.7
17404,17405,2015,2,24,4,162.0,230.0,30.0,79.0,3200.0,4.0,-1.0,1008.0,-9.6,0.0,NE,1.9
17405,17406,2015,2,24,5,177.0,239.0,30.0,80.0,3200.0,4.0,0.0,1006.0,-8.7,0.0,NE,1.0
17406,17407,2015,2,24,6,181.0,252.0,29.0,76.0,3200.0,4.0,-4.4,1012.0,-9.1,0.0,NE,1.1
17407,17408,2015,2,24,7,172.0,238.0,28.0,71.0,2900.0,4.0,-5.1,1011.8,-9.0,0.0,ENE,1.1
17408,17409,2015,2,24,8,156.0,216.0,30.0,70.0,2500.0,4.0,0.0,1007.0,-8.2,0.0,NE,1.4
17409,17410,2015,2,24,9,119.0,189.0,34.0,66.0,2100.0,8.0,1.0,1011.0,-8.0,0.0,NE,2.3
17410,17411,2015,2,24,10,113.0,170.0,45.0,62.0,1900.0,16.0,2.0,1007.0,-8.4,0.0,ENE,1.5
17411,17412,2015,2,24,11,121.0,182.0,53.0,62.0,2000.0,22.0,1.8,1011.9,-8.1,0.0,E,2.0
17412,17413,2015,2,24,12,121.0,196.0,59.0,62.0,2000.0,31.0,3.0,1011.1,-6.2,0.0,ENE,2.7
17413,17414,2015,2,24,13,134.0,207.0,64.0,63.0,2100.0,40.0,4.3,1009.9,-7.2,0.0,NE,1.1
17414,17415,2015,2,24,14,153.0,227.0,69.0,71.0,2200.0,47.0,5.3,1008.6,-6.0,0.0,SE,2.0
17415,17416,2015,2,24,15,176.0,264.0,67.0,66.0,2200.0,64.0,6.3,1008.4,-5.7,0.0,S,1.4
17416,17417,2015,2,24,16,191.0,289.0,55.0,54.0,2300.0,78.0,5.9,1008.4,-4.9,0.0,SSE,1.5
17417,17418,2015,2,24,17,204.0,301.0,43.0,59.0,2200.0,73.0,5.3,1008.9,-4.0,0.0,SE,2.2
17418,17419,2015,2,24,18,214.0,320.0,29.0,54.0,2100.0,70.0,4.4,1009.8,-4.1,0.0,SE,1.5
17419,17420,2015,2,24,19,217.0,321.0,20.0,53.0,1900.0,61.0,3.4,1010.6,-2.8,0.0,SE,0.9
17420,17421,2015,2,24,20,202.0,282.0,15.0,70.0,1900.0,32.0,2.6,1010.6,-2.3,0.0,E,1.3
17421,17422,2015,2,24,21,214.0,296.0,17.0,79.0,2200.0,17.0,2.3,1011.4,-1.7,0.0,E,1.1
17422,17423,2015,2,24,22,213.0,294.0,14.0,74.0,2000.0,13.0,2.0,1012.0,-1.8,0.0,ENE,0.2
17423,17424,2015,2,24,23,220.0,300.0,14.0,77.0,2300.0,5.0,2.5,1011.9,-1.9,0.0,SSE,1.2
17424,17425,2015,2,25,0,212.0,279.0,11.0,67.0,2200.0,12.0,1.8,1011.7,-1.8,0.0,NE,1.5
17425,17426,2015,2,25,1,210.0,278.0,12.0,75.0,2200.0,3.0,1.7,1011.8,-1.6,0.0,NE,1.1
17426,17427,2015,2,25,2,204.0,269.0,16.0,68.0,2000.0,6.0,0.7,1011.9,-1.9,0.0,NE,0.8
17427,17428,2015,2,25,3,204.0,282.0,17.0,72.0,2000.0,3.0,1.6,1011.7,-1.8,0.0,N,0.9
17428,17429,2015,2,25,4,225.0,306.0,19.0,77.0,2300.0,2.0,0.9,1011.8,-2.0,0.0,N,0.6
17429,17430,2015,2,25,5,225.0,301.0,19.0,73.0,2300.0,2.0,-0.2,1012.6,-2.6,0.0,ESE,0.7
17430,17431,2015,2,25,6,138.0,138.0,28.0,47.0,1600.0,30.0,3.0,1013.2,-17.8,0.0,NNW,3.4
17431,17432,2015,2,25,7,25.0,25.0,13.0,29.0,600.0,46.0,3.0,1010.0,-17.8,0.0,NE,1.6
17432,17433,2015,2,25,8,10.0,11.0,14.0,29.0,500.0,47.0,3.0,1015.0,-19.1,0.0,WNW,1.6
17433,17434,2015,2,25,9,7.0,13.0,13.0,30.0,500.0,47.0,3.0,1012.0,-20.4,0.0,WNW,3.6
17434,17435,2015,2,25,10,7.0,7.0,10.0,17.0,300.0,68.0,2.6,1016.1,-20.8,0.0,NW,5.6
17435,17436,2015,2,25,11,7.0,17.0,10.0,13.0,300.0,78.0,4.0,1013.0,-22.9,0.0,WNW,5.7
17436,17437,2015,2,25,12,18.0,30.0,12.0,12.0,400.0,86.0,4.3,1015.9,-21.8,0.0,NW,4.8
17437,17438,2015,2,25,13,20.0,28.0,10.0,9.0,400.0,94.0,5.0,1012.0,-22.1,0.0,WNW,5.1
17438,17439,2015,2,25,14,13.0,27.0,8.0,7.0,300.0,95.0,6.0,1011.0,-22.3,0.0,WNW,3.8
17439,17440,2015,2,25,15,13.0,29.0,7.0,7.0,300.0,95.0,6.0,1011.0,-21.3,0.0,W,4.0
17440,17441,2015,2,25,16,10.0,25.0,5.0,9.0,300.0,90.0,6.0,1015.5,-22.3,0.0,NW,4.8
17441,17442,2015,2,25,17,11.0,38.0,5.0,12.0,300.0,85.0,5.3,1015.9,-22.9,0.0,NW,5.9
17442,17443,2015,2,25,18,11.0,35.0,6.0,15.0,300.0,79.0,5.0,1013.0,-22.1,0.0,WNW,4.7
17443,17444,2015,2,25,19,12.0,25.0,7.0,26.0,400.0,66.0,4.0,1015.0,-22.0,0.0,WNW,2.5
17444,17445,2015,2,25,20,13.0,26.0,7.0,31.0,400.0,59.0,4.0,1013.0,-21.2,0.0,WNW,1.4
17445,17446,2015,2,25,21,10.0,36.0,7.0,34.0,400.0,51.0,0.0,1016.0,-16.0,0.0,W,1.5
17446,17447,2015,2,25,22,19.0,19.0,8.0,43.0,500.0,42.0,3.0,1015.0,-19.7,0.0,NW,1.7
17447,17448,2015,2,25,23,19.0,30.0,7.0,45.0,500.0,39.0,3.0,1016.0,-22.0,0.0,WNW,1.1
17448,17449,2015,2,26,0,22.0,22.0,10.0,38.0,500.0,43.0,3.0,1016.0,-18.4,0.0,NW,2.1
17449,17450,2015,2,26,1,16.0,25.0,8.0,22.0,400.0,57.0,2.0,1014.0,-19.3,0.0,WNW,2.5
17450,17451,2015,2,26,2,13.0,26.0,10.0,28.0,500.0,48.0,1.0,1019.0,-20.1,0.0,WNW,1.7
17451,17452,2015,2,26,3,19.0,19.0,8.0,30.0,500.0,45.0,-1.7,1021.0,-19.2,0.0,NE,0.7
17452,17453,2015,2,26,4,8.0,8.0,5.0,19.0,400.0,59.0,-1.1,1021.1,-20.2,0.0,N,2.2
17453,17454,2015,2,26,5,9.0,26.0,7.0,23.0,400.0,55.0,0.0,1015.0,-20.9,0.0,NW,2.9
17454,17455,2015,2,26,6,10.0,10.0,6.0,14.0,300.0,68.0,0.0,1016.0,-21.6,0.0,NW,2.3
17455,17456,2015,2,26,7,9.0,21.0,9.0,20.0,300.0,64.0,-1.9,1021.9,-20.9,0.0,NNW,2.1
17456,17457,2015,2,26,8,11.0,12.0,11.0,29.0,400.0,54.0,1.0,1018.0,-20.7,0.0,WNW,1.3
17457,17458,2015,2,26,9,9.0,9.0,8.0,23.0,400.0,63.0,-0.6,1023.1,-22.1,0.0,NW,5.0
17458,17459,2015,2,26,10,10.0,10.0,5.0,11.0,300.0,77.0,2.0,1022.0,-22.0,0.0,WNW,2.1
17459,17460,2015,2,26,11,7.0,18.0,7.0,9.0,300.0,81.0,1.4,1022.6,-22.5,0.0,NW,5.0
17460,17461,2015,2,26,12,15.0,41.0,7.0,8.0,300.0,82.0,3.0,1017.0,-22.0,0.0,WNW,4.3
17461,17462,2015,2,26,13,11.0,34.0,5.0,7.0,300.0,86.0,4.0,1016.0,-21.2,0.0,W,5.0
17462,17463,2015,2,26,14,11.0,42.0,7.0,8.0,300.0,87.0,5.0,1017.0,-21.2,0.0,WNW,4.0
17463,17464,2015,2,26,15,12.0,34.0,5.0,7.0,300.0,90.0,6.0,1015.0,-21.3,0.0,WNW,4.7
17464,17465,2015,2,26,16,12.0,22.0,6.0,8.0,300.0,91.0,6.0,1016.0,-21.3,0.0,WNW,4.9
17465,17466,2015,2,26,17,13.0,32.0,5.0,10.0,300.0,89.0,6.0,1016.0,-21.3,0.0,W,5.8
17466,17467,2015,2,26,18,10.0,36.0,6.0,18.0,300.0,79.0,4.0,1016.0,-21.2,0.0,W,2.6
17467,17468,2015,2,26,19,15.0,30.0,7.0,31.0,400.0,63.0,3.8,1022.1,-21.3,0.0,NNW,1.9
17468,17469,2015,2,26,20,11.0,36.0,9.0,29.0,400.0,62.0,4.0,1022.0,-21.2,0.0,NW,2.1
17469,17470,2015,2,26,21,16.0,23.0,8.0,29.0,500.0,57.0,3.0,1019.0,-20.4,0.0,NW,2.0
17470,17471,2015,2,26,22,11.0,23.0,6.0,36.0,500.0,47.0,3.0,1023.0,-19.7,0.0,NW,2.9
17471,17472,2015,2,26,23,17.0,17.0,7.0,40.0,500.0,40.0,3.0,1025.0,-19.7,0.0,WNW,3.1
17472,17473,2015,2,27,0,4.0,5.0,9.0,33.0,400.0,46.0,2.0,1021.0,-19.3,0.0,NW,2.4
17473,17474,2015,2,27,1,10.0,10.0,10.0,25.0,300.0,54.0,-0.6,1027.9,-18.7,0.0,ENE,3.0
17474,17475,2015,2,27,2,8.0,9.0,3.0,18.0,300.0,60.0,-1.2,1028.3,-19.2,0.0,ENE,2.8
17475,17476,2015,2,27,3,5.0,9.0,4.0,19.0,300.0,58.0,0.0,1024.0,-18.2,0.0,W,2.4
17476,17477,2015,2,27,4,7.0,55.0,4.0,19.0,300.0,61.0,0.0,1026.0,-17.7,0.0,WNW,2.7
17477,17478,2015,2,27,5,5.0,39.0,3.0,14.0,200.0,66.0,-3.0,1028.9,-17.8,0.0,NE,1.2
17478,17479,2015,2,27,6,4.0,21.0,4.0,20.0,300.0,62.0,-3.2,1029.4,-17.6,0.0,ENE,1.1
17479,17480,2015,2,27,7,12.0,12.0,4.0,28.0,300.0,54.0,-3.6,1029.7,-16.9,0.0,NE,0.8
17480,17481,2015,2,27,8,6.0,6.0,4.0,33.0,300.0,51.0,-3.0,1030.7,-16.0,0.0,ENE,1.2
17481,17482,2015,2,27,9,4.0,5.0,5.0,36.0,400.0,46.0,-1.5,1031.5,-17.3,0.0,S,0.3
17482,17483,2015,2,27,10,16.0,19.0,16.0,32.0,700.0,50.0,-0.5,1031.3,-17.2,0.0,ESE,0.5
17483,17484,2015,2,27,11,25.0,48.0,32.0,30.0,1100.0,53.0,1.0,1029.0,-14.7,0.0,WSW,1.2
17484,17485,2015,2,27,12,28.0,48.0,28.0,32.0,1000.0,52.0,1.0,1028.0,-13.9,0.0,SSW,1.3
17485,17486,2015,2,27,13,21.0,53.0,23.0,31.0,800.0,54.0,2.0,1028.0,-12.3,0.0,NW,0.9
17486,17487,2015,2,27,14,32.0,62.0,24.0,30.0,900.0,54.0,2.0,1029.1,-10.5,0.0,S,2.6
17487,17488,2015,2,27,15,34.0,70.0,24.0,28.0,900.0,57.0,3.0,1028.0,-9.6,0.0,SW,2.5
17488,17489,2015,2,27,16,46.0,81.0,22.0,34.0,900.0,51.0,3.0,1028.0,-10.3,0.0,SW,2.7
17489,17490,2015,2,27,17,39.0,75.0,20.0,37.0,800.0,48.0,2.0,1022.0,-10.5,0.0,SSW,2.1
17490,17491,2015,2,27,18,40.0,71.0,18.0,43.0,900.0,42.0,2.0,1024.0,-9.9,0.0,SW,1.0
17491,17492,2015,2,27,19,45.0,59.0,18.0,41.0,900.0,44.0,2.0,1026.0,-9.6,0.0,SW,2.1
17492,17493,2015,2,27,20,50.0,64.0,18.0,41.0,900.0,43.0,0.5,1027.8,-10.4,0.0,SE,2.2
17493,17494,2015,2,27,21,46.0,74.0,18.0,49.0,1000.0,31.0,2.0,1026.0,-7.9,0.0,WSW,4.1
17494,17495,2015,2,27,22,52.0,75.0,18.0,49.0,900.0,29.0,1.0,1023.0,-7.3,0.0,WSW,2.3
17495,17496,2015,2,27,23,53.0,77.0,14.0,39.0,900.0,38.0,0.0,1023.0,-4.3,0.0,SSW,1.9
17496,17497,2015,2,28,0,66.0,96.0,9.0,38.0,1000.0,32.0,-1.0,1022.0,-3.0,0.0,SSW,2.2
17497,17498,2015,2,28,1,45.0,51.0,6.0,31.0,800.0,36.0,-1.0,1025.0,-3.7,0.1,SW,1.5
17498,17499,2015,2,28,2,40.0,69.0,4.0,27.0,700.0,39.0,-1.0,1023.0,-3.5,0.1,SSW,2.7
17499,17500,2015,2,28,3,40.0,67.0,3.0,31.0,700.0,34.0,-1.0,1024.0,-3.4,0.0,SSW,1.9
17500,17501,2015,2,28,4,39.0,41.0,2.0,26.0,800.0,36.0,-1.0,1023.0,-3.4,0.1,SW,1.8
17501,17502,2015,2,28,5,43.0,43.0,2.0,22.0,700.0,37.0,-2.2,1024.1,-4.5,0.0,S,1.7
17502,17503,2015,2,28,6,52.0,56.0,2.0,28.0,800.0,26.0,-2.2,1023.4,-4.7,0.0,SSW,2.3
17503,17504,2015,2,28,7,73.0,80.0,2.0,39.0,900.0,11.0,-1.0,1021.0,-2.4,0.0,SSW,1.0
17504,17505,2015,2,28,8,89.0,99.0,2.0,40.0,1100.0,7.0,-1.0,1022.0,-2.1,0.4,SSW,0.9
17505,17506,2015,2,28,9,101.0,101.0,2.0,38.0,1200.0,6.0,-1.0,1018.0,-2.1,0.3,SSW,1.0
17506,17507,2015,2,28,10,112.0,112.0,3.0,38.0,1400.0,7.0,-1.1,1023.1,-2.8,0.3,SSW,1.3
17507,17508,2015,2,28,11,147.0,147.0,6.0,39.0,1600.0,10.0,1.0,1021.0,-1.7,0.0,SW,2.0
17508,17509,2015,2,28,12,189.0,189.0,10.0,36.0,1600.0,22.0,2.0,1017.0,-2.0,0.1,SSW,2.9
17509,17510,2015,2,28,13,218.0,218.0,11.0,36.0,1600.0,30.0,0.6,1019.9,-4.1,0.0,SW,3.1
17510,17511,2015,2,28,14,240.0,246.0,10.0,41.0,1700.0,26.0,0.7,1019.5,-3.6,0.0,SW,3.1
17511,17512,2015,2,28,15,226.0,226.0,13.0,37.0,1600.0,31.0,1.3,1018.9,-4.0,0.0,SSW,2.4
17512,17513,2015,2,28,16,220.0,220.0,13.0,38.0,1500.0,43.0,1.6,1018.8,-3.7,0.0,WSW,3.3
17513,17514,2015,2,28,17,226.0,226.0,11.0,42.0,1600.0,42.0,3.0,1012.0,-1.4,0.1,WSW,1.8
17514,17515,2015,2,28,18,231.0,231.0,9.0,52.0,1700.0,27.0,3.0,1018.0,-1.0,0.0,W,0.6
17515,17516,2015,2,28,19,235.0,235.0,8.0,65.0,1800.0,15.0,1.0,1019.3,-3.1,0.0,WSW,1.8
17516,17517,2015,2,28,20,228.0,235.0,8.0,74.0,2000.0,4.0,0.2,1020.5,-1.7,0.0,SW,2.4
17517,17518,2015,2,28,21,234.0,234.0,8.0,68.0,2000.0,4.0,1.0,1020.0,-2.1,0.0,W,0.5
17518,17519,2015,2,28,22,171.0,177.0,14.0,62.0,1500.0,19.0,0.6,1021.0,-4.6,0.0,WNW,1.7
17519,17520,2015,2,28,23,33.0,262.0,5.0,18.0,400.0,70.0,-0.5,1021.2,-3.9,0.0,E,1.6
17520,17521,2015,3,1,0,31.0,228.0,3.0,11.0,300.0,77.0,-1.8,1021.0,-4.6,0.0,SE,0.4
17521,17522,2015,3,1,1,26.0,161.0,4.0,12.0,400.0,72.0,-2.6,1020.8,-5.9,0.0,ESE,0.5
17522,17523,2015,3,1,2,28.0,100.0,7.0,17.0,500.0,60.0,-2.6,1020.4,-8.3,0.0,WNW,1.0
17523,17524,2015,3,1,3,21.0,60.0,7.0,41.0,700.0,32.0,1.8,1019.7,-15.3,0.0,WNW,1.9
17524,17525,2015,3,1,4,14.0,38.0,6.0,59.0,900.0,16.0,-0.9,1019.1,-13.1,0.0,SW,1.0
17525,17526,2015,3,1,5,5.0,29.0,6.0,54.0,900.0,21.0,-3.2,1018.9,-12.2,0.0,WSW,0.9
17526,17527,2015,3,1,6,27.0,55.0,8.0,72.0,1300.0,4.0,-1.9,1018.7,-13.4,0.0,W,2.1
17527,17528,2015,3,1,7,69.0,126.0,11.0,72.0,2000.0,2.0,-2.0,1018.5,-13.2,0.0,WNW,1.4
17528,17529,2015,3,1,8,90.0,137.0,18.0,74.0,2600.0,4.0,-0.1,1018.6,-10.6,0.0,W,1.2
17529,17530,2015,3,1,9,132.0,188.0,39.0,70.0,2400.0,15.0,4.2,1018.8,-12.7,0.0,W,3.0
17530,17531,2015,3,1,10,135.0,178.0,40.0,64.0,2100.0,29.0,6.0,1018.5,-14.2,0.0,WSW,3.6
17531,17532,2015,3,1,11,114.0,169.0,36.0,61.0,1900.0,43.0,7.6,1017.8,-14.0,0.0,WSW,3.7
17532,17533,2015,3,1,12,65.0,78.0,19.0,35.0,1100.0,67.0,8.7,1016.7,-15.1,0.0,WSW,5.2
17533,17534,2015,3,1,13,17.0,38.0,9.0,18.0,600.0,83.0,9.8,1015.3,-15.7,0.0,WSW,4.5
17534,17535,2015,3,1,14,31.0,31.0,9.0,16.0,500.0,92.0,10.9,1014.0,-15.6,0.0,WSW,3.4
17535,17536,2015,3,1,15,16.0,24.0,6.0,14.0,400.0,95.0,11.5,1013.0,-16.0,0.0,SW,4.1
17536,17537,2015,3,1,16,14.0,25.0,6.0,16.0,400.0,94.0,11.5,1012.4,-17.0,0.0,SW,5.0
17537,17538,2015,3,1,17,18.0,27.0,6.0,18.0,400.0,90.0,11.4,1011.8,-17.1,0.0,SW,3.8
17538,17539,2015,3,1,18,22.0,65.0,8.0,26.0,500.0,83.0,10.3,1012.2,-16.1,0.0,SW,3.8
17539,17540,2015,3,1,19,31.0,74.0,12.0,47.0,700.0,61.0,9.3,1012.6,-15.3,0.0,SW,2.6
17540,17541,2015,3,1,20,42.0,82.0,16.0,60.0,1000.0,43.0,8.4,1012.8,-14.6,0.0,SW,2.3
17541,17542,2015,3,1,21,55.0,90.0,19.0,74.0,1300.0,26.0,6.0,1013.0,-13.1,0.0,SW,1.7
17542,17543,2015,3,1,22,62.0,87.0,18.0,83.0,1700.0,14.0,6.5,1012.4,-14.3,0.0,WSW,1.4
17543,17544,2015,3,1,23,64.0,82.0,24.0,92.0,1900.0,3.0,6.6,1011.9,-14.2,0.0,WSW,1.4
17544,17545,2015,3,2,0,77.0,101.0,36.0,90.0,2000.0,4.0,5.4,1011.3,-14.1,0.0,W,2.1
17545,17546,2015,3,2,1,82.0,100.0,31.0,87.0,2200.0,3.0,1.7,1010.7,-11.8,0.0,E,1.3
17546,17547,2015,3,2,2,101.0,108.0,31.0,87.0,2400.0,3.0,0.0,1010.0,-11.1,0.0,NNW,0.3
17547,17548,2015,3,2,3,100.0,116.0,25.0,84.0,2800.0,3.0,-1.5,1009.4,-10.3,0.0,SE,0.7
17548,17549,2015,3,2,4,91.0,93.0,23.0,85.0,3300.0,3.0,-2.0,1008.5,-9.0,0.0,E,1.1
17549,17550,2015,3,2,5,93.0,97.0,24.0,88.0,3500.0,2.0,-2.1,1007.8,-9.5,0.0,NE,1.7
17550,17551,2015,3,2,6,83.0,92.0,16.0,85.0,4100.0,2.0,-1.2,1008.1,-10.1,0.0,E,1.3
17551,17552,2015,3,2,7,82.0,95.0,15.0,88.0,4300.0,2.0,-2.7,1008.2,-9.4,0.0,ENE,1.6
17552,17553,2015,3,2,8,92.0,105.0,31.0,99.0,3600.0,4.0,0.0,1008.6,-8.5,0.0,E,1.3
17553,17554,2015,3,2,9,118.0,155.0,44.0,102.0,3300.0,8.0,3.0,1008.3,-9.3,0.0,E,1.2
17554,17555,2015,3,2,10,128.0,148.0,51.0,92.0,2400.0,17.0,5.9,1007.9,-9.6,0.0,NE,1.2
17555,17556,2015,3,2,11,112.0,126.0,45.0,88.0,2000.0,29.0,8.4,1007.4,-10.0,0.0,E,0.9
17556,17557,2015,3,2,12,89.0,91.0,38.0,78.0,1600.0,41.0,10.9,1006.3,-11.2,0.0,N,1.6
17557,17558,2015,3,2,13,52.0,66.0,25.0,42.0,900.0,69.0,13.3,1005.0,-15.6,0.0,NW,2.7
17558,17559,2015,3,2,14,46.0,88.0,16.0,22.0,500.0,84.0,13.9,1004.3,-16.2,0.0,NW,6.0
17559,17560,2015,3,2,15,24.0,97.0,13.0,15.0,400.0,89.0,14.0,1004.4,-16.1,0.0,WNW,5.5
17560,17561,2015,3,2,16,22.0,78.0,5.0,14.0,300.0,90.0,14.0,1004.4,-15.0,0.0,WNW,5.7
17561,17562,2015,3,2,17,24.0,78.0,6.0,14.0,300.0,87.0,12.8,1004.5,-15.0,0.0,NW,4.3
17562,17563,2015,3,2,18,23.0,86.0,6.0,24.0,300.0,71.0,12.1,1005.2,-14.7,0.0,N,3.4
17563,17564,2015,3,2,19,14.0,86.0,3.0,27.0,300.0,64.0,10.5,1007.1,-14.3,0.0,NNW,3.4
17564,17565,2015,3,2,20,14.0,53.0,3.0,24.0,200.0,63.0,9.5,1007.9,-14.4,0.0,NNW,4.1
17565,17566,2015,3,2,21,15.0,49.0,4.0,20.0,200.0,68.0,8.5,1009.4,-14.5,0.0,NNW,3.3
17566,17567,2015,3,2,22,5.0,24.0,3.0,16.0,200.0,73.0,7.9,1010.5,-16.4,0.0,N,3.5
17567,17568,2015,3,2,23,5.0,14.0,3.0,14.0,200.0,78.0,7.5,1011.3,-17.5,0.0,N,4.4
17568,17569,2015,3,3,0,3.0,5.0,2.0,13.0,200.0,77.0,7.0,1012.2,-17.2,0.0,NNW,2.9
17569,17570,2015,3,3,1,3.0,7.0,2.0,11.0,200.0,77.0,6.7,1012.8,-19.0,0.0,NE,5.3
17570,17571,2015,3,3,2,7.0,24.0,2.0,12.0,200.0,74.0,5.1,1014.2,-19.5,0.0,N,3.8
17571,17572,2015,3,3,3,4.0,20.0,2.0,9.0,200.0,78.0,3.9,1015.2,-20.5,0.0,NNE,4.5
17572,17573,2015,3,3,4,3.0,6.0,3.0,12.0,200.0,80.0,3.3,1015.7,-22.6,0.0,N,4.3
17573,17574,2015,3,3,5,7.0,8.0,4.0,5.0,200.0,90.0,2.3,1016.6,-24.3,0.0,N,3.6
17574,17575,2015,3,3,6,3.0,22.0,3.0,4.0,200.0,94.0,1.2,1017.5,-27.2,0.0,N,3.8
17575,17576,2015,3,3,7,3.0,44.0,4.0,8.0,200.0,85.0,-0.6,1019.4,-24.1,0.0,N,5.2
17576,17577,2015,3,3,8,5.0,60.0,4.0,15.0,200.0,73.0,-2.1,1021.3,-27.8,0.0,NW,6.5
17577,17578,2015,3,3,9,3.0,15.0,3.0,14.0,300.0,75.0,-2.3,1022.4,-26.3,0.0,NW,5.4
